id,sex,age_cat,race,decile_score,two_year_recid
7167,Female,25 - 45,African-American,5,0
7170,Male,Less than 25,Caucasian,5,0
7171,Male,25 - 45,Caucasian,3,0
7173,Male,25 - 45,Other,8,0
7175,Female,Less than 25,African-American,8,0
7176,Male,25 - 45,Caucasian,1,0
7177,Male,Less than 25,Hispanic,2,0
7178,Male,25 - 45,African-American,6,1
7180,Male,25 - 45,Hispanic,4,0
7183,Male,25 - 45,African-American,8,0
7184,Male,25 - 45,African-American,8,1
7185,Male,Greater than 45,Hispanic,4,0
7186,Female,25 - 45,Caucasian,4,0
7187,Male,25 - 45,African-American,8,1
7188,Male,25 - 45,African-American,4,0
7189,Male,Less than 25,Caucasian,4,1
7190,Female,25 - 45,Hispanic,3,1
7192,Female,Greater than 45,Other,1,0
7194,Male,25 - 45,African-American,9,1
7196,Male,Greater than 45,African-American,2,0
7197,Male,25 - 45,Caucasian,6,0
7198,Male,Less than 25,African-American,6,1
7199,Male,25 - 45,African-American,6,0
7200,Male,Less than 25,African-American,6,0
7202,Male,25 - 45,African-American,10,0
7203,Male,Greater than 45,African-American,1,0
7204,Male,25 - 45,Caucasian,3,0
7205,Male,25 - 45,Caucasian,8,1
7206,Male,25 - 45,Hispanic,2,1
7210,Male,25 - 45,African-American,8,0
7211,Male,25 - 45,African-American,7,1
7214,Female,25 - 45,African-American,3,1
7216,Male,25 - 45,African-American,8,1
7217,Male,25 - 45,Caucasian,5,0
7218,Male,25 - 45,African-American,4,0
7219,Male,25 - 45,African-American,4,0
7222,Female,25 - 45,Caucasian,5,1
7223,Male,Greater than 45,African-American,1,0
7224,Male,Less than 25,African-American,3,1
7225,Male,25 - 45,African-American,6,1
7226,Male,25 - 45,Caucasian,4,1
7227,Male,Greater than 45,Caucasian,2,0
7228,Male,25 - 45,Caucasian,4,1
7231,Male,25 - 45,African-American,7,0
7233,Male,25 - 45,African-American,9,1
7234,Male,25 - 45,Hispanic,5,0
7235,Male,Less than 25,Caucasian,6,0
7236,Male,Greater than 45,Hispanic,1,0
7237,Male,25 - 45,Caucasian,4,0
7238,Female,Greater than 45,Caucasian,1,0
7239,Male,25 - 45,Other,2,1
7240,Male,25 - 45,African-American,3,0
7241,Male,Less than 25,African-American,6,1
7242,Female,Less than 25,African-American,4,0
7243,Male,25 - 45,African-American,3,1
7245,Male,25 - 45,African-American,8,1
7246,Male,Less than 25,Caucasian,2,0
7247,Female,Less than 25,African-American,5,1
7249,Female,25 - 45,African-American,7,0
7250,Male,Greater than 45,African-American,4,0
7252,Female,25 - 45,African-American,10,1
7253,Male,25 - 45,African-American,8,1
7254,Male,Less than 25,Caucasian,4,1
7255,Male,25 - 45,African-American,6,1
7257,Male,Less than 25,Caucasian,3,1
7258,Male,25 - 45,African-American,7,1
7259,Male,25 - 45,Caucasian,5,0
7260,Male,Greater than 45,Hispanic,1,1
7263,Male,Greater than 45,Caucasian,6,0
7264,Female,25 - 45,Caucasian,6,1
7265,Male,Greater than 45,African-American,6,0
7266,Male,Less than 25,Caucasian,2,0
7268,Male,25 - 45,African-American,6,0
7269,Female,Greater than 45,Caucasian,1,0
7271,Female,Greater than 45,Caucasian,1,0
7272,Male,Greater than 45,African-American,5,0
7275,Female,25 - 45,Caucasian,2,0
7276,Male,Greater than 45,Caucasian,1,0
7278,Female,Less than 25,African-American,9,1
7279,Male,25 - 45,African-American,3,1
7280,Male,25 - 45,African-American,6,1
7281,Male,25 - 45,Caucasian,1,0
7283,Female,25 - 45,African-American,10,0
7284,Male,25 - 45,Caucasian,5,0
7285,Male,Less than 25,African-American,7,1
7286,Male,25 - 45,Caucasian,5,0
7288,Male,25 - 45,African-American,6,1
7289,Male,25 - 45,African-American,10,1
7291,Male,25 - 45,African-American,7,0
7292,Female,25 - 45,African-American,8,0
7293,Male,25 - 45,African-American,8,0
7294,Male,25 - 45,Other,9,1
7296,Male,Greater than 45,Other,1,0
7298,Female,25 - 45,African-American,2,0
7299,Male,25 - 45,African-American,10,1
7300,Male,Less than 25,Caucasian,9,0
7301,Male,25 - 45,African-American,6,1
7302,Male,25 - 45,African-American,10,1
7304,Male,25 - 45,Caucasian,2,0
7305,Female,Greater than 45,Other,1,1
7308,Male,Greater than 45,Caucasian,1,1
7310,Male,25 - 45,Caucasian,2,0
7311,Male,Greater than 45,Hispanic,1,0
7312,Male,25 - 45,Caucasian,8,1
7315,Male,Less than 25,African-American,5,1
7316,Male,25 - 45,Hispanic,3,0
7317,Male,25 - 45,African-American,7,0
7318,Male,25 - 45,African-American,3,0
7319,Male,25 - 45,Caucasian,4,1
7320,Male,Less than 25,Caucasian,8,1
7321,Male,25 - 45,African-American,5,0
7322,Male,Less than 25,Other,3,1
7323,Male,25 - 45,African-American,5,1
7324,Male,25 - 45,Caucasian,1,0
7326,Male,Less than 25,African-American,8,0
7327,Male,25 - 45,African-American,1,0
7328,Male,25 - 45,African-American,6,1
7330,Female,25 - 45,African-American,2,1
7331,Female,25 - 45,Caucasian,6,1
7332,Male,25 - 45,Other,1,1
7334,Male,25 - 45,African-American,10,1
7335,Male,Less than 25,African-American,6,1
7337,Male,25 - 45,Other,1,0
7338,Male,Less than 25,African-American,10,1
7339,Male,25 - 45,African-American,6,1
7340,Female,25 - 45,Caucasian,4,1
7341,Male,25 - 45,African-American,5,1
7342,Male,25 - 45,Caucasian,1,1
7343,Male,25 - 45,Caucasian,3,0
7344,Male,25 - 45,African-American,5,1
7345,Male,Less than 25,African-American,4,1
7347,Female,25 - 45,African-American,7,0
7348,Male,25 - 45,African-American,2,0
7351,Male,25 - 45,Hispanic,5,0
7354,Female,Greater than 45,Caucasian,2,0
7355,Female,25 - 45,Caucasian,3,0
7356,Male,Less than 25,Native American,6,1
7358,Male,25 - 45,Other,4,0
7359,Male,Less than 25,Caucasian,4,0
7360,Female,Less than 25,Caucasian,4,0
7361,Male,Greater than 45,Hispanic,3,0
7362,Female,Less than 25,African-American,9,1
7365,Male,25 - 45,Caucasian,3,0
7368,Female,25 - 45,African-American,9,0
7369,Male,25 - 45,African-American,6,1
7370,Male,Greater than 45,African-American,7,0
7373,Male,25 - 45,African-American,9,1
7375,Male,Less than 25,African-American,4,1
7380,Male,25 - 45,African-American,6,1
7381,Female,25 - 45,African-American,6,0
7382,Male,25 - 45,African-American,7,1
7383,Male,Less than 25,Caucasian,3,1
7384,Male,Less than 25,African-American,7,0
7385,Male,Greater than 45,Caucasian,1,1
7386,Male,Less than 25,African-American,7,1
7387,Male,25 - 45,Caucasian,6,0
7388,Male,25 - 45,Asian,1,0
7391,Male,Less than 25,African-American,9,1
7392,Male,Greater than 45,African-American,3,0
7393,Male,Less than 25,African-American,10,1
7394,Male,25 - 45,Caucasian,1,0
7395,Male,25 - 45,African-American,10,1
7396,Male,Greater than 45,Hispanic,1,0
7399,Female,25 - 45,Other,2,0
7400,Female,25 - 45,African-American,3,0
7402,Male,25 - 45,Caucasian,6,1
7403,Male,25 - 45,African-American,6,1
7405,Female,Less than 25,Caucasian,10,1
7406,Male,Less than 25,African-American,9,1
7409,Female,25 - 45,African-American,4,1
7410,Male,Greater than 45,Caucasian,2,0
7411,Male,25 - 45,African-American,9,0
7412,Male,25 - 45,Caucasian,2,1
7413,Male,Less than 25,African-American,7,1
7416,Male,25 - 45,Hispanic,1,0
7417,Female,Greater than 45,Caucasian,5,0
7419,Male,Less than 25,African-American,7,0
7420,Male,25 - 45,Caucasian,2,1
7421,Male,25 - 45,Caucasian,4,0
7422,Male,Less than 25,African-American,4,0
7423,Male,Greater than 45,African-American,7,1
7424,Male,25 - 45,African-American,1,0
7425,Male,Less than 25,African-American,2,0
7426,Male,25 - 45,African-American,6,0
7427,Male,25 - 45,African-American,8,0
7429,Male,Less than 25,Caucasian,8,1
7432,Male,25 - 45,Caucasian,5,0
7434,Male,Less than 25,African-American,4,0
7435,Female,25 - 45,African-American,4,0
7437,Female,25 - 45,Caucasian,10,1
7439,Male,25 - 45,African-American,4,1
7440,Male,25 - 45,African-American,6,0
7441,Male,Less than 25,Other,4,0
7442,Male,25 - 45,Other,5,1
7443,Female,25 - 45,African-American,2,0
7444,Male,Less than 25,African-American,5,0
7445,Male,25 - 45,Hispanic,8,1
7446,Male,Greater than 45,Caucasian,1,0
7447,Female,Less than 25,African-American,7,0
7448,Female,25 - 45,African-American,3,0
7449,Male,25 - 45,African-American,9,1
7450,Male,25 - 45,African-American,9,1
7451,Male,Greater than 45,Caucasian,1,0
7454,Male,25 - 45,African-American,2,1
7455,Male,Less than 25,African-American,7,0
7457,Male,25 - 45,African-American,7,1
7459,Male,25 - 45,African-American,8,1
7460,Male,25 - 45,Hispanic,5,1
7462,Male,Greater than 45,Caucasian,2,1
7464,Male,Less than 25,African-American,6,1
7465,Male,Less than 25,Caucasian,3,0
7466,Male,25 - 45,Caucasian,2,0
7467,Female,Less than 25,Other,4,0
7468,Male,25 - 45,Caucasian,7,1
7469,Male,25 - 45,African-American,5,1
7472,Male,Greater than 45,Caucasian,1,0
7475,Male,Greater than 45,Caucasian,1,0
7476,Male,Greater than 45,African-American,4,0
7477,Male,Less than 25,African-American,8,0
7478,Male,25 - 45,African-American,6,1
7479,Male,Less than 25,Caucasian,10,0
7480,Male,25 - 45,Caucasian,1,0
7481,Male,Less than 25,Caucasian,8,1
7482,Male,25 - 45,African-American,4,1
7484,Female,25 - 45,African-American,7,1
7485,Male,25 - 45,Hispanic,1,1
7487,Male,25 - 45,Caucasian,5,0
7488,Male,Less than 25,African-American,8,1
7490,Female,25 - 45,African-American,5,0
7493,Female,Less than 25,African-American,6,1
7495,Male,Greater than 45,Caucasian,8,0
7496,Male,Less than 25,Caucasian,9,0
7497,Male,Less than 25,African-American,8,1
7499,Male,25 - 45,Caucasian,1,0
7500,Female,25 - 45,African-American,3,0
7502,Male,25 - 45,Caucasian,4,1
7503,Male,25 - 45,African-American,2,0
7508,Male,25 - 45,Hispanic,1,0
7510,Male,25 - 45,African-American,1,0
7511,Male,Less than 25,African-American,7,1
7513,Male,Less than 25,African-American,6,1
7514,Male,25 - 45,Caucasian,5,0
7515,Male,Less than 25,African-American,9,1
7516,Male,25 - 45,African-American,8,1
7517,Female,25 - 45,African-American,1,0
7519,Male,25 - 45,African-American,5,0
7520,Female,Less than 25,Caucasian,6,0
7522,Male,25 - 45,African-American,2,1
7523,Male,25 - 45,African-American,1,1
7524,Female,25 - 45,Hispanic,2,0
7525,Male,25 - 45,Caucasian,4,0
7526,Male,Less than 25,Caucasian,3,1
7530,Female,25 - 45,African-American,9,0
7531,Male,25 - 45,African-American,2,1
7534,Male,25 - 45,Caucasian,1,1
7535,Male,25 - 45,African-American,3,1
7536,Male,25 - 45,Caucasian,1,0
7537,Male,25 - 45,Hispanic,1,1
7538,Female,Greater than 45,African-American,1,0
7540,Male,25 - 45,African-American,8,1
7541,Male,Greater than 45,Caucasian,1,0
7542,Female,Greater than 45,African-American,8,1
7543,Male,Less than 25,Hispanic,8,1
7545,Male,Less than 25,Caucasian,5,0
7546,Male,Less than 25,Caucasian,10,0
7547,Female,Greater than 45,Caucasian,2,0
7548,Male,25 - 45,African-American,1,0
7551,Male,Less than 25,African-American,2,1
7552,Male,25 - 45,Hispanic,5,1
7553,Female,Less than 25,Other,5,0
7555,Female,Greater than 45,Caucasian,1,0
7556,Male,Less than 25,Caucasian,6,0
7559,Male,25 - 45,Caucasian,3,0
7560,Male,25 - 45,Caucasian,7,1
7561,Male,25 - 45,Caucasian,9,0
7562,Male,25 - 45,African-American,6,0
7563,Female,25 - 45,Caucasian,3,0
7564,Male,25 - 45,Caucasian,3,0
7567,Female,25 - 45,African-American,6,0
7568,Female,Less than 25,African-American,5,0
7570,Male,25 - 45,African-American,1,0
7571,Male,25 - 45,African-American,2,0
7572,Male,Greater than 45,Caucasian,6,1
7573,Male,25 - 45,African-American,9,1
7574,Female,Greater than 45,Caucasian,1,0
7576,Male,25 - 45,African-American,10,1
7577,Female,25 - 45,Hispanic,3,0
7578,Female,25 - 45,African-American,2,0
7580,Female,Greater than 45,Caucasian,8,1
7581,Male,25 - 45,African-American,1,1
7585,Male,25 - 45,Other,1,0
7586,Male,25 - 45,Other,1,0
7587,Male,25 - 45,African-American,10,1
7588,Male,25 - 45,Hispanic,4,1
7589,Male,25 - 45,African-American,3,1
7591,Male,Less than 25,African-American,9,1
7593,Male,25 - 45,Hispanic,2,1
7595,Female,Greater than 45,Hispanic,1,0
7596,Male,25 - 45,African-American,2,0
7597,Male,25 - 45,Other,1,0
7602,Male,25 - 45,African-American,7,1
7603,Male,Greater than 45,Other,1,0
7604,Male,Greater than 45,Caucasian,1,0
7605,Male,Greater than 45,African-American,1,1
7606,Male,25 - 45,Caucasian,6,1
7607,Female,Less than 25,African-American,3,0
7611,Male,Greater than 45,Caucasian,7,1
7612,Male,Greater than 45,Caucasian,1,1
7613,Male,Greater than 45,Hispanic,1,0
7615,Male,25 - 45,African-American,1,0
7618,Male,25 - 45,Other,1,0
7620,Male,Greater than 45,African-American,3,0
7622,Male,Less than 25,African-American,10,1
7624,Male,25 - 45,Caucasian,6,1
7625,Male,25 - 45,Other,3,1
7631,Male,Less than 25,Caucasian,5,1
7634,Male,25 - 45,African-American,1,0
7635,Male,Greater than 45,Caucasian,1,0
7636,Female,25 - 45,African-American,2,0
7637,Male,25 - 45,Hispanic,2,0
7638,Male,25 - 45,Hispanic,1,1
7639,Male,25 - 45,African-American,3,0
7640,Male,25 - 45,Caucasian,7,1
7642,Male,Greater than 45,African-American,7,0
7644,Male,Less than 25,African-American,8,0
7645,Male,Greater than 45,African-American,1,1
7647,Male,Greater than 45,African-American,4,0
7648,Male,Less than 25,African-American,3,0
7649,Male,Greater than 45,African-American,1,1
7650,Male,25 - 45,Caucasian,4,1
7651,Male,25 - 45,Other,2,0
7652,Male,25 - 45,African-American,8,1
7653,Male,Less than 25,African-American,7,1
7654,Male,25 - 45,African-American,4,0
7655,Male,Greater than 45,Other,1,0
7656,Male,25 - 45,Hispanic,2,0
7657,Male,25 - 45,Hispanic,2,0
7659,Male,25 - 45,Caucasian,4,0
7660,Male,Less than 25,African-American,2,0
7661,Female,Greater than 45,Caucasian,9,1
7663,Female,Greater than 45,Caucasian,1,0
7667,Male,25 - 45,Caucasian,2,0
7668,Male,Greater than 45,Hispanic,1,0
7669,Male,25 - 45,African-American,1,0
7670,Male,25 - 45,African-American,7,1
7672,Male,Greater than 45,Other,1,0
7673,Male,Greater than 45,African-American,1,0
7674,Male,Less than 25,African-American,5,1
7675,Male,Less than 25,Caucasian,7,1
7676,Male,25 - 45,Caucasian,1,1
7677,Female,25 - 45,Caucasian,3,0
7678,Male,25 - 45,African-American,7,1
7679,Male,Greater than 45,Caucasian,3,1
7680,Male,Greater than 45,Caucasian,1,0
7681,Male,Greater than 45,Other,1,0
7682,Female,25 - 45,African-American,8,0
7683,Female,Less than 25,African-American,7,1
7685,Female,25 - 45,Other,1,0
7686,Male,Greater than 45,Other,1,0
7688,Male,25 - 45,African-American,8,0
7689,Male,25 - 45,African-American,8,1
7690,Male,Greater than 45,Caucasian,3,1
7692,Male,Greater than 45,Caucasian,4,0
7693,Male,Less than 25,African-American,7,1
7694,Male,Greater than 45,African-American,1,0
7697,Male,25 - 45,African-American,2,0
7698,Male,25 - 45,African-American,8,1
7699,Male,Less than 25,African-American,2,1
7700,Male,25 - 45,African-American,10,1
7703,Male,25 - 45,African-American,5,1
7704,Male,25 - 45,African-American,7,0
7705,Female,Greater than 45,Caucasian,1,0
7706,Male,Greater than 45,Hispanic,1,0
7707,Male,Less than 25,Hispanic,4,1
7710,Male,Less than 25,Caucasian,8,1
7711,Male,Less than 25,African-American,3,0
7712,Male,Less than 25,African-American,5,0
7714,Male,25 - 45,African-American,4,1
7717,Male,25 - 45,African-American,7,1
7720,Male,Greater than 45,African-American,1,1
7721,Female,Less than 25,African-American,6,1
7722,Female,Less than 25,African-American,9,1
7723,Male,Less than 25,Hispanic,2,0
7725,Male,Greater than 45,African-American,1,0
7726,Male,Greater than 45,Caucasian,2,0
7728,Male,25 - 45,African-American,9,1
7729,Male,25 - 45,Hispanic,1,0
7730,Male,25 - 45,Caucasian,2,1
7732,Male,Greater than 45,African-American,2,1
7733,Male,25 - 45,African-American,2,1
7734,Male,25 - 45,African-American,4,1
7735,Female,Greater than 45,Caucasian,2,0
7736,Male,25 - 45,African-American,3,0
7737,Male,Less than 25,Caucasian,2,0
7738,Male,25 - 45,Caucasian,2,0
7740,Male,25 - 45,African-American,6,0
7741,Male,Less than 25,African-American,7,1
7742,Male,25 - 45,Hispanic,6,1
7744,Male,Greater than 45,Caucasian,2,1
7745,Male,25 - 45,Caucasian,7,0
7747,Male,25 - 45,Hispanic,7,0
7752,Male,25 - 45,Caucasian,7,1
7753,Male,Greater than 45,African-American,1,0
7754,Male,25 - 45,Caucasian,4,1
7756,Male,25 - 45,Other,8,1
7757,Male,25 - 45,Hispanic,1,0
7758,Male,Greater than 45,Other,1,1
7759,Male,Less than 25,African-American,7,1
7760,Female,Less than 25,African-American,10,1
7762,Male,25 - 45,Caucasian,7,1
7763,Male,Greater than 45,African-American,1,0
7765,Male,Greater than 45,Hispanic,6,1
7766,Female,25 - 45,Caucasian,7,1
7768,Male,Greater than 45,Caucasian,1,0
7770,Male,25 - 45,African-American,5,0
7772,Male,Less than 25,African-American,6,1
7774,Female,25 - 45,Caucasian,10,1
7775,Male,25 - 45,African-American,1,0
7780,Male,25 - 45,African-American,2,1
7781,Male,Less than 25,African-American,8,1
7785,Male,25 - 45,African-American,9,1
7786,Male,25 - 45,African-American,5,0
7788,Male,25 - 45,African-American,6,1
7790,Male,25 - 45,African-American,8,1
7791,Male,Less than 25,African-American,9,1
7792,Female,25 - 45,African-American,5,0
7793,Male,Less than 25,Hispanic,9,1
7794,Female,Less than 25,Caucasian,2,0
7796,Male,25 - 45,African-American,8,1
7797,Male,Greater than 45,Caucasian,1,1
7799,Male,25 - 45,African-American,8,1
7800,Female,Greater than 45,African-American,2,0
7802,Male,25 - 45,Hispanic,2,1
7804,Male,25 - 45,African-American,6,1
7806,Male,25 - 45,Caucasian,3,0
7807,Male,25 - 45,Caucasian,8,1
7808,Male,25 - 45,African-American,2,1
7809,Female,Greater than 45,Caucasian,7,1
7811,Male,25 - 45,Caucasian,1,0
7812,Male,25 - 45,African-American,10,1
7813,Male,25 - 45,African-American,6,0
7815,Female,25 - 45,Caucasian,6,1
7817,Male,25 - 45,Hispanic,2,0
7818,Male,25 - 45,Caucasian,5,0
7819,Male,Less than 25,African-American,9,1
7820,Male,25 - 45,African-American,2,1
7821,Male,25 - 45,Caucasian,8,0
7823,Female,Greater than 45,Caucasian,9,1
7825,Male,Less than 25,African-American,8,1
7830,Female,25 - 45,African-American,5,1
7832,Male,25 - 45,African-American,6,1
7834,Male,25 - 45,African-American,2,0
7835,Male,25 - 45,African-American,3,1
7837,Male,Greater than 45,Caucasian,2,0
7838,Male,Less than 25,African-American,3,1
7840,Male,Less than 25,Caucasian,2,0
7842,Male,Greater than 45,African-American,1,0
7843,Male,25 - 45,Caucasian,1,0
7846,Male,25 - 45,Hispanic,6,1
7847,Male,25 - 45,Caucasian,1,0
7848,Female,Less than 25,Caucasian,5,0
7850,Male,25 - 45,Hispanic,2,1
7851,Male,25 - 45,Hispanic,2,0
7852,Male,25 - 45,Caucasian,5,1
7853,Male,25 - 45,African-American,2,1
7856,Female,Less than 25,Caucasian,7,1
7859,Male,25 - 45,Other,6,1
7862,Male,Less than 25,Hispanic,3,1
7864,Female,25 - 45,African-American,1,0
7865,Male,Greater than 45,African-American,6,1
7867,Male,25 - 45,African-American,3,0
7868,Female,25 - 45,African-American,3,0
7869,Female,Less than 25,African-American,5,1
7870,Male,Greater than 45,Hispanic,1,0
7871,Male,Less than 25,African-American,4,1
7874,Male,25 - 45,Caucasian,2,1
7875,Male,25 - 45,African-American,9,1
7881,Male,25 - 45,African-American,3,0
7882,Male,Greater than 45,Caucasian,2,0
7884,Male,25 - 45,Caucasian,2,1
7889,Male,25 - 45,Caucasian,3,1
7890,Male,25 - 45,African-American,8,0
7891,Male,Greater than 45,African-American,1,1
7894,Male,Less than 25,African-American,8,0
7895,Female,25 - 45,Caucasian,1,0
7896,Male,Less than 25,African-American,7,1
7897,Female,Less than 25,Caucasian,5,1
7898,Male,25 - 45,African-American,3,0
7900,Male,Greater than 45,African-American,9,1
7901,Male,25 - 45,Caucasian,7,1
7902,Male,Greater than 45,Caucasian,1,0
7903,Female,Greater than 45,African-American,1,0
7904,Female,25 - 45,African-American,9,0
7905,Male,25 - 45,Other,1,0
7906,Male,25 - 45,African-American,5,1
7908,Male,Less than 25,African-American,9,1
7909,Male,Greater than 45,African-American,4,0
7910,Male,25 - 45,African-American,4,0
7912,Male,Less than 25,Caucasian,4,1
7913,Male,25 - 45,African-American,8,0
7914,Male,Greater than 45,Caucasian,1,0
